quote,book title,author
"maintenance, gas, insurance, and resale value.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"house would cost no more than 2.5 times your annual income, you’d be able to put at least 20 percent of the purchase price down, and the total monthly payments (including the mortgage, maintenance, insurance, and taxes) would be about 30 percent of your gross income.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Second, when you buy a house, you’ll owe property taxes, insurance, and maintenance fees that will add hundreds per month.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Buying a house changes your lifestyle forever.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"The truth is that, over time, investing in the stock market has trumped real estate quite handily—which is why renting can be a great decision. I rent by choice!","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"20 percent down, a 30-year fixed-rate mortgage, and a total monthly payment that represents no more than 30 percent of your gross income.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
saving money they ordinarily would never have spent.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"An introspective founder, self-taught investor, capitalist, and engineer certainly has something to teach us all.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Making money is not a thing you do—it’s a skill you learn.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Getting rich is about knowing what to do, who to do it with, and when to do it.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Business leverage comes from capital, people, and products with no marginal cost of replication (code and media).",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Code and media are permissionless leverage.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Capital and labor are permissioned leverage.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"If you can’t code, write books and blogs, record videos and podcasts.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Study microeconomics, game theory, psychology, persuasion, ethics, mathematics, and computers.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Become the best in the world at what you do. Keep redefining what you do until this is true.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Wealth is assets that earn while you sleep.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"And if you want to be wealthy, you want to figure out which one of those things you can provide for society that it does not yet know how to get but it will want and providing it is natural to you, within your skill set, and within your capabilities.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Then, you have to figure out how to scale it because if you only build one, that’s not enough.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"But you can improve sales skills. You can read Robert Cialdini, you can go to a sales training seminar, you can do door-to-door sales.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
The most important skill for getting rich is becoming a perpetual learner.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Intentions don’t matter. Actions do. That’s why being ethical is hard.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"When you find the right thing to do, when you find the right people to work with, invest deeply.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"It was wasted time in the goal sense. Not wasted in the exponential sense, not wasted in the learning sense, but definitely wasted in the goal sense.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"you should be very thoughtful and realize in most things (relationships, work, even in learning) what you’re trying to do is find the thing you can go all-in",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
accountability is a double-edged thing. It allows you to take credit when things go well and to bear the brunt of the failure when things go badly. [78],﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"It’s ownership versus wage work. If you are paid for renting out your time, even lawyers and doctors, you can make some money, but you’re not going to make the money that gives you financial freedom.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Without ownership, your inputs are very closely tied to your outputs.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Essentially, you’re working for somebody else, and that person is taking on the risk and has the accountability, the intellectual property, and the brand.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"But usually, the real wealth is created by starting your own companies or even by investing.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
I think the meaning of life is to do things for their own sake.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Ironically, when you do things for their own sake, you create your best work.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Follow your intellectual curiosity more than whatever is “hot” right now.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"If someone can train other people how to do something, then they can replace you. If they can replace you, then they don’t have to pay you a lot. You want to know how to do something other people don’t know how to do at the time period when those skills are in demand. [1]",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Managing other people is incredibly messy. It requires tremendous leadership skills.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"“products with no marginal cost of replication.” This includes books, media, movies, and code. Code is probably the most powerful form of permissionless leverage.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
One form of leverage is labor—other,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Money is good as a form of leverage.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
The final form of leverage is brand,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Whenever you can in life, optimize for independence rather than pay.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
What you want in life is to be in control of your time.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Each level has increasing leverage, increasing accountability, increasingly specific knowledge.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"You start as a salaried employee. But you want to work your way up to try and get higher leverage, more accountability, and specific knowledge.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Stay out of things that could cause you to lose all of your capital, all of your savings. Don’t gamble everything on one go. Instead, take rationally optimistic bets with big upsides. [78]",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"I would love to be paid purely for my judgment, not for any work. I want a robot, capital, or computer to do the work, but I want to be paid for my judgment. [1]",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"Judgment—especially demonstrated judgment, with high accountability and a clear track record—is critical. [78]",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
"There are basically three really big decisions you make in your early life: where you live, who you’re with, and what you do.",﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
I would rather be a failed entrepreneur than someone who never tried.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
I would rather be a failed entrepreneur than someone who never tried. Because even a failed entrepreneur has the skill set to make it on their own. [14],﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
I’m much more interested in solving problems than I am in making money.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
Retirement is when you stop sacrificing today for an imaginary tomorrow.,﻿The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson
