quote,book title,author
﻿The Midnight Library: A Novel (Matt Haig),﻿The Midnight Library: A Novel,Matt Haig
"It was inspiring. Because now she saw the kinds of things she could do when she put herself to work. And that, actually, the life she had been living had its own logic to it.",﻿The Midnight Library: A Novel,Matt Haig
We just have to close our eyes and savour the taste of the drink in front of us and listen to the song as it plays.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
You’ll discover why reading a book several hours a day can actually add years to your life.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"One intervention showed a cognitive boost in processing speed and working memory with as little as ten minutes of social interaction. Like a public television fund-raiser,","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
One intervention showed a cognitive boost in processing speed and working memory with as little as ten minutes of social interaction.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
“Does socialization really decrease the rate of cognitive decline?” is a robust and hearty “Yes.”,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Allostatic load is the aggregate effect of stress on your body’s capability, including brain capability, through time.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"The more social relationships you maintain, the bigger the gray matter volume in specific regions of your frontal lobe.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Our number of friends rises sharply to peak at age twenty-five, then slowly drifts down to age forty-five, levels a bit, and continues its decline after fifty-five, completing the U shape of loneliness.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"the lonelier you are, the lonelier you become.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
Just how much damage loneliness causes in humans turns out to be astonishing. It’s at the same level as smoking. Or being too fat.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"This leads to some practical advice. If you are a younger person, learn how to dance, then keep up the activity clear into your retirement years.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"•    Stress-reducing, high-quality relationships, such as a good marriage, are particularly helpful for longevity.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
defines happiness as “subjective well-being.”,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"defines optimism as knowing that bad things don’t last forever, that good will return.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Marital happiness is highest when the kids are gone, by the way—in the stretch of life between empty nest and retirement. It’s lowest when the kids are teens.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Our desire for (and memory of) optimistic input gets more intense as we age,","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"When you truly realize you have a sell-by date, like the post-ghost Scrooge, you begin to prize relationships over just about everything","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"you age, you also become more trusting, or better to say, more gullible. We even think we know why.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"the more health challenges seniors encounter, the greater their depression risk becomes.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"If these gratitude behaviors become habit, so do their long-term benefits.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
1.   Recall three positive things that happened to you today.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Worrying is like a rocking chair. It gives you something to do, but it doesn’t get you anywhere.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Indeed, exposure to unrelenting long-term stress can lead to major depression and anxiety disorders, which are true collapses of multiple brain systems. We can graph this idea in the shape of an inverted U.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
distinguishing differences between procedural memory and declarative memory is conscious awareness.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"First, older people have access to a larger fund of knowledge.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Second, our decision making is less impulsive, more thoughtful. It takes longer, simply because we have more options to weigh","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
We can treat the corrosive effects of time with a one-sentence prescription: “Go back to school.”,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"receptive engagement, where you learn things passively, leisurely, stimulating areas of knowledge with which you are already familiar.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Productive engagement involves experiencing environments where you find your assumptions challenged, your perspective stretched, your prejudices confronted, your curiosity inspired.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"“The findings suggest that sustained engagement in cognitively demanding, novel activities enhances memory function in older adulthood .","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
one of the most effective ways to keep your brain sharp over a fund of knowledge is to continually teach it to others.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
that bilingual people perform significantly better on cognitive tests than monolingual controls.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"The processing difference between high-functioning brains and cognitively impaired brains is only about one hundred milliseconds, depending on the study.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
decrease in processing speed is the greatest predictor of cognitive decline that exists in the research literature—and,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
Our ability to ignore distractions declines from a high of 82 percent when younger (average age twenty-six) to a low of 56 percent when older (average age sixty-seven).,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"If we’ve a choice between two alternatives, we first evaluate them on the basis of perceived benefit. If our brain is positively aroused by some opportunity, we’ll move toward it.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"The writing samples were analyzed for linguistic density, a complexity measure, and the number of ideas per sentence. Eighty percent of the nuns whose writings didn’t meet specific neurolinguistic benchmarks—who scored low on linguistic ability—developed Alzheimer’s.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Plant-based diets exert their effects because they are filled with so-called phytochemicals, which endlessly tell your brain cells that they are, well, vegetables.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
Consuming individual supplements—like taking vitamin E pills or other antioxidants—doesn’t work very well for most people.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
sleep quality diminishes with age.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"During the process, your brain descends through three full stages of increasingly deep sleep, the bottom stage occurring about ninety minutes after you’ve started.","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"retirement comes in at No. 10, just above “major change in the health or behavior of a family member.”","﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
retirees tend to be in worse physical health than people of the same age who stay on the job.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
People who retire experience a rapid decline in fluid intelligence scores compared with working colleagues.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
Retirement increases the probability of acquiring a major depressive disorder by a whopping 40 percent.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
how rose-colored memories of the past affect the less rosy experiences of the present.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
people who regularly experience nostalgic stimuli are psychologically healthier than those who don’t.,"﻿Brain Rules for Aging Well: 10 Principles for Staying Vital, Happy, and Sharp",John Medina
"Friendship All Blue Zoners have active social lives,",﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
"The essence of our approach is divide and conquer: break your decision into its key elements; identify those most relevant to your decision; apply some hard, systematic thinking; and make your decision.",﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
﻿Smart Choices (Howard Raiffa;Ralph L Keeney;John S Hammond),﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
"To choose well, you need to state your decision problems carefully, acknowledging their complexity and avoiding unwarranted assumptions and option-limiting prejudices.",﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
"Ask yourself what you most want to accomplish and which of your interests, values, concerns, fears, and aspirations are most relevant to achieving your goal.",﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
The key to dealing effectively with linked decisions is to isolate and resolve near-term issues while gathering the information needed to resolve those that will arise later.,﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
A good solution to a well-posed decision problem is almost always a smarter choice than an excellent solution to a poorly posed one.,﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
Identify the essential elements of the problem.,﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
"Now, before you rush into making the actual decision, pause and think hard about your objectives.",﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
"By making sure you’ve identified all your objectives, you will avoid making an unbalanced decision—one that, for example, considers financial implications but ignores personal fulfillment.",﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
﻿Smart Choices (Howard Raiffa;Ralph L Keeney;John S Hammond),﻿Smart Choices,Howard Raiffa;Ralph L Keeney;John S Hammond
"To provide a basis for identifying and evaluating the alternatives, each of them made a list of what they felt was important for Kate’s education.","﻿The Go-Giver, Expanded Edition: A Little Story About a Powerful Business Idea",Bob Burg;John David Mann
“Your true worth is determined by how much more you give in value than you take in payment.”,"﻿The Go-Giver, Expanded Edition: A Little Story About a Powerful Business Idea",Bob Burg;John David Mann
it’s not just a question of their value. It’s a question of impact.”,"﻿The Go-Giver, Expanded Edition: A Little Story About a Powerful Business Idea",Bob Burg;John David Mann
“Your influence is determined by how abundantly you place other people’s interests first.”,﻿The Pathless Path,Paul Millerd
"The pathless path is an alternative to the default path. It is an embrace of uncertainty and discomfort. It’s a call to adventure in a world that tells us to conform. For me, it’s also a gentle reminder to laugh when things feel out of control and trusting that an uncertain future is not a problem to be solved.",﻿The Pathless Path,Paul Millerd
﻿The Pathless Path (Paul Millerd),﻿The Pathless Path,Paul Millerd
"George Leonard called “the spirit of the fool.” He argued that when you start learning anything new it will make you “feel clumsy, that you’ll take literal or figurative pratfalls. There’s no way around it.”48",﻿The Pathless Path,Paul Millerd
“How are you complicit in creating the conditions you say you don’t want?”,﻿The Pathless Path,Paul Millerd
"“If work dominated your every moment, would life be worth living?”",﻿The Pathless Path,Paul Millerd
“we are not‑at‑leisure in order to be‑at‑leisure.”,﻿The Pathless Path,Paul Millerd
Making life changes requires overcoming the discomfort of not knowing what will happen.,﻿The Pathless Path,Paul Millerd
aspiration as the slow process of “trying on the values that we hope one day to possess.”,﻿The Pathless Path,Paul Millerd
"“We must let go of the life we have planned, so as to accept the one that is waiting for us.”80",﻿The Pathless Path,Paul Millerd
"I try to think about time in blocks of one to three months and within each block, I pick one or two things I want to prioritize and test.",﻿The Pathless Path,Paul Millerd
"It’s to develop a capacity to sit with those anxieties, focus on what I can control, and to open myself up to the world.",﻿The Pathless Path,Paul Millerd
we all have things we are meant to find out about ourselves and the only way to discover them is to open ourselves up to the world.,﻿The Pathless Path,Paul Millerd
﻿The Pathless Path (Paul Millerd),﻿The Pathless Path,Paul Millerd
"On the pathless path, you simply do the work first and then decide if you want to continue.",﻿The Pathless Path,Paul Millerd
Figuring out who you want to serve is an important element of the pathless path.,﻿The Pathless Path,Paul Millerd
“critical thinking without hope is cynicism. But hope without critical thinking is naïveté.”,﻿The Pathless Path,Paul Millerd
"“believe in your own identity and your own opinions. Writing is an act of ego, and you might as well admit it.",﻿The Pathless Path,Paul Millerd
I start instead with what I don’t want to be doing and what failure looks like.,﻿The Pathless Path,Paul Millerd
"Instead of thinking about what I want to do and how I want to live, I start instead with what I don’t want to be doing and what failure looks like.",﻿The Pathless Path,Paul Millerd
"For example, instead of asking what makes up an amazing life, we first define the worst‑case scenario and then work backward.",﻿The Pathless Path,Paul Millerd
What does a miserable life entail? What actions would make achieving such a life more,﻿The Pathless Path,Paul Millerd
"I encourage everyone to write a description of the person you don’t want to be, then brainstorm actions that might create that outcome.",﻿The Pathless Path,Paul Millerd
I identified being a freelancer and having a single type of income as a key risk.,﻿The Pathless Path,Paul Millerd
People come to realize that the challenge is not to find work to pay the bills but instead to have time to keep taking chances and exploring opportunities to find the things worth committing to over the long-term.,﻿The Pathless Path,Paul Millerd
"Learning is naturally the consequence of doing.”158 In other words, only by taking action do we learn and only by learning do we discover what we want.",﻿The Pathless Path,Paul Millerd
"When we think about the future, we tend to underestimate how much things will change, especially for ourselves.",﻿The Pathless Path,Paul Millerd
"if I’m going to change more than I can expect, I might as well attempt to shape those changes.",﻿The Pathless Path,Paul Millerd
"“in order to keep up with the world of 2050, you will need not merely to invent new ideas and products, but above all to reinvent yourself again and again.”",﻿The Pathless Path,Paul Millerd
It consists of an evolving set of assumptions that people use to make decisions. And the result of those actions is what shapes the culture.,﻿The Pathless Path,Paul Millerd
"It’s about realizing that if I claim to care about something, I need to be willing to act, and also be willing to be wrong.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
The Rich Life is about freedom.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Follow my CEO Method: Cut costs, Earn more, and Optimize your existing spending.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
■ Spend extravagantly on the things I love and be relentlessly frugal about the things I don’t,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works. (Ramit Sethi)","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Once a year, by law, you’re allowed to obtain your credit report for free at annualcreditreport.com.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Your credit score (often called your FICO score because it was created by the Fair Isaac Corporation) is a single, easy-to-read number between 300 and 850 that represents your credit risk to lenders.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
more to keep track of and more places for things to go wrong. Two or three is a good rule of thumb.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"If you’re booking travel or eating out, use a travel card to maximize rewards. For everything else, use a cash back card.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
I request a credit-limit increase every six to twelve months.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Often, they can waive fees, extend credit, and give you private promotions that others don’t have access to.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Your key takeaway: Call your credit card company and ask them to send you a full list of all their rewards.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"If you’re applying for a major loan—for a car, home, or education—don’t close any accounts within six months of filing the loan application.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Stop focusing on picking up pennies and instead focus on the Big Wins to craft your Rich Life.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
The most important practical difference between checking accounts and savings accounts is that you withdraw money regularly from your checking account—but you rarely withdraw from your savings account.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"savings account is where you deposit money, whereas your checking account is where you withdraw money.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
FIVE SHINY MARKETING TACTICS BANKS USE TO TRICK YOU,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"I use a password-management tool called LastPass. It securely stores the URLs, passwords, and details of every account, and it works on my laptop and phone.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"consciously spend, which means cutting costs mercilessly on the things you don’t love, but spending extravagantly on the things you do.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"A Conscious Spending Plan involves four major buckets where your money will go: fixed costs, investments, savings, and guilt-free spending money.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"expenses (food, bills, taxes), making up 60 percent of your gross income. The remaining 40 percent would be split four ways: 1. Retirement savings (10 percent) 2. Long-term savings (10 percent) 3. Short-term savings for irregular expenses (10 percent) 4. Fun money (10 percent)","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"The simplest way to start is to use Mint (mint.com), which will automatically sync with your credit card and banks to categorize your spending and show you trends.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"You Need a Budget (youneedabudget.com) or YNAB (I know, the name is ironic in this chapter where I talk about how I hate budgets). YNAB lets you assign every dollar a “job,” like “cell phone bill” or “guilt-free spending.”","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"If you discover that your adviser is not a fiduciary, you should switch.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"By contrast, fee-only financial advisers simply charge a flat fee and are much more reputable.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
■ Are you a fiduciary? How do you make your money? Is it through commission or strictly fee-only? Are there any other fees?,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Get smart. You should ideally be paying 0.1 to 0.3 percent.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"“Assuming a fifty-year horizon, the second portfolio would have lost 63 percent of its potential returns to fees,” Mr. Bogle said.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"What would a 1 percent fee cost you? Try a 28 percent reduction in your retirement returns,","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
fundamentals will be the most profitable,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Do you need your money next year, or can you let it grow for a while? Are you saving up for a house? Can you withstand big day-to-day changes in the stock market, or do they make you queasy?","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
your money is generating so much new money that all of your expenses are covered. This is also known as being “financially independent” (FI).,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"found more passions I could have for the rest of my life, especially with someone I had loved so much. I built my savings, but I never built my life.”","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
money is just a small part of a Rich Life.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
They demonstrated that more than 90 percent of your portfolio’s volatility is a result of your asset allocation.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Your investment plan is more important than your actual investments.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"bonds will generally perform better when stocks fall, bonds lower your risk a lot while limiting your returns only a little.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"“Once you’ve won the game, there’s no reason to take unnecessary risk.”","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"If you do purchase multiple index funds, you’ll have to rebalance (or adjust your investments to maintain your target asset allocation) regularly, usually every twelve to eighteen months.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Divide the number 72 by the return rate you’re getting, and you’ll have the number of years you must invest in order to double your money.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"rebalance your asset allocation at least once a year,","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
you can create a great asset allocation using anywhere from three to seven funds. That,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Vanguard and I can see what percentage of my portfolio is in equities vs. bonds or international vs. domestic.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Vanguard research found that lump-sum investing actually beats dollar-cost averaging two-thirds of the time.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Why do you want to earn the next $1,000 or $10,000 or $25,000?","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Get brutally honest and bring your answer down to the street.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"How much will your monthly investment be worth, assuming an 8 percent return?","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Go to bankrate.com and open up one of their investment calculators.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"You can rebalance by selling the outperforming equities and plowing the money into other areas to bring the allocation back under control. I hate selling, because it involves trading fees, paperwork, and “thinking,” so I don’t recommend this.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
recommend the free financial dashboard at personalcapital.com to help guide your rebalancing.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"money. Drive for Uber, sell old clothes, pick up tutoring.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
So use it as protection from downside risk—like for fires or accidental death when you have a family—but don’t think of it as a growth investment.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"your goal is less than five years away, you should set up a savings goal in your savings account.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"For me, a Rich Life is about freedom—it’s about not having to think about money all the time and being able to travel and work on the things that interest me.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Technically, your decision comes down to interest rates. If your student loan has a super-low interest rate of, say, 2 percent, you’d want to pursue option one: Pay your student loans off as slowly as possible, because you can make an average of 8 percent by investing in low-cost funds.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
Is it to communicate that you’re doing well? Or is it to subtly show off?,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
dividing expenses based proportionately on income.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"discuss it, come to an agreement that feels fair (remember, fifty-fifty is not the only definition of “fair”), and then check in every six to twelve months to make sure your agreement is still working for both of you.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
most people don’t need a prenup unless one of you has a disproportionate amount of assets or liabilities relative to the other—or there are complications like one of you owning a business or having an inheritance.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"When it comes to you, your manager cares about two things—how you’re going to make him or her look better, and how you’re going to help the company do well.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"Interview with multiple companies at once. Be sure to let each company know when you get another job offer, but don’t reveal the amount of the exact offer—you’re under no obligation to.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"“Let’s talk about total comp,” which refers to your total compensation—not just salary, but everything.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
“We’re pretty close . . . Now let’s see how we can make this work.”,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
“Great. Let’s put that in writing and we’ll be good to go.”,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"If you want to learn more about negotiation, I’ve put together a package of in-depth negotiation videos and tips. Check out iwillteachyoutoberich.com/bonus/ for details.","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
"“Now come on, that’s your job. What’s a fair number that we can both work from?”","﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
“Tell them you want to get your hands dirty” and “Suggest three things you would do to improve/enhance their marketing efforts.”,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
CALCULATE TOTAL COST OF OWNERSHIP (TCO). This means you figure out how much you’ll be spending over the life of the car—these expenses can have a big effect on your finances.,"﻿I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No B.S. Just a 6-Week Program That Works.",Ramit Sethi
